External ID,Location/Display Name,Product/Internal Reference,Product/Name,Product/Internal Category/Name,Quantity,Reserved Quantity
__export__.stock_quant_416229_c74dad6c,AMPRU/Stock,AMP-V12885,Цветной IPS-дисплей для Raspberry Pi 7” / 1024×600 / DPI,Saleable,9,0
__export__.stock_quant_416259_81456bc3,AMPRU/Stock,AMP-X626,PETG-пластик eSUN / натуральный,Saleable,5,0
__export__.stock_quant_416672_c88f3b66,AMPRU/Stock,AMP-V14300,Цветной сенсорный HDMI-дисплей для Raspberry Pi 800×480 / 5”,Saleable,34,5
__export__.stock_quant_416713_f4b4e87f,AMPRU/Stock,OMV-007,Объектив OpenMV Telephoto Lens,Saleable,11,0
__export__.stock_quant_416817_27c522cd,AMPRU/Stock,AMP-X491,Корпус для Raspberry Pi 4 с двумя кулерами (LT-4B02 / алюминий / серый),Saleable,1,0
__export__.stock_quant_417696_378b92b0,AMPRU/Stock,AMP-S059,CyberID,Saleable,69,0
__export__.stock_quant_418812_a66cf2e6,AMPRU/Stock,AMP-X118,Шаговый двигатель 36HT20-0504MA,Saleable,20,1
__export__.stock_quant_419017_7dc8948e,AMPRU/Stock,AMP-X583,PLA-пластик FDplast / чёрный,Saleable,1,0
__export__.stock_quant_419324_fb36128a,AMPRU/Stock,AMP-X759,"Цветной сенсорный дисплей Nextion Intelligent 4,3” / 480×272",Saleable,7,6
__export__.stock_quant_419325_83e585ca,AMPRU/Stock,AMP-X760,"Цветной сенсорный дисплей Nextion Intelligent 4,3” / 480×272 в корпусе",Saleable,8,5
__export__.stock_quant_419326_71d50b09,AMPRU/Stock,AMP-X761,"Цветной сенсорный дисплей Nextion Intelligent 5,0” / 800×480",Saleable,1,1
__export__.stock_quant_419327_cf8b1462,AMPRU/Stock,AMP-X762,"Цветной сенсорный дисплей Nextion Intelligent 5,0” / 800×480 в корпусе",Saleable,1,0
__export__.stock_quant_421371_9c097cd1,AMPRU/Stock,AMP-S027,NYAN!,Saleable,14,0
__export__.stock_quant_421622_5dc21587,AMPRU/Stock,AMP-FR03-100,"Мотор 12 мм (5 В, 300 об/мин)",Saleable,4,4
__export__.stock_quant_421634_acaef3b4,AMPRU/Stock,AMP-X591,Драйвер шагового двигателя TMC2209,Saleable,4,0
__export__.stock_quant_421998_04fe9f11,AMPRU/Stock,AMP-X379,Геймпад Retroflag Classic USB Controller-M,Saleable,8,0
__export__.stock_quant_421999_13d8af1d,AMPRU/Stock,AMP-B058,"Сканер RFID/NFC 13,56 МГц (Troyka-модуль)",Saleable,31,0
__export__.stock_quant_422002_f83bb986,AMPRU/Stock,AMP-V14810,Сканер штрих и QR-кодов,Saleable,8,0
__export__.stock_quant_422004_3b1fc471,AMPRU/Stock,AMP-V17953,"Брелок с дисплеем E-Ink 1,54” / 200×200",Saleable,20,0
__export__.stock_quant_422085_72eb6848,AMPRU/Stock,AMP-X637,PLA-пластик eSUN / чёрный,Saleable,9,0
__export__.stock_quant_422086_eb956450,AMPRU/Stock,AMP-M019,Пластины большие (#Структор),Saleable,8,0
__export__.stock_quant_422687_fae8f7bd,AMPRU/Stock,AMP-S050,CyberBug,Saleable,16,0
__export__.stock_quant_423534_d4f35cf1,AMPRU/Stock,PIM355,Плата мониторинга окружающей среды Pimoroni enviro:bit,Saleable,8,0
__export__.stock_quant_423535_9f245ef7,AMPRU/Stock,AMP-X616,Батарейный отсек bat:bit 3 для micro:bit,Saleable,7,0
__export__.stock_quant_423537_12fdb80e,AMPRU/Stock,ABX00012,Arduino MKR Zero,Saleable,14,0
__export__.stock_quant_423680_04b0a7d6,AMPRU/Stock,AMP-S030,Электроника для начинающих (часть 1),Saleable,28,0
__export__.stock_quant_424004_5db73092,AMPRU/Stock,AMP-B006,ИК-приёмник (Troyka-модуль),Saleable,52,23
__export__.stock_quant_424483_505c555b,AMPRU/Stock,AMP-R4K7-10,"Резисторы 4,7 кОм (10 шт.)",Saleable,25,1
__export__.stock_quant_425433_4d4aee38,AMPRU/Stock,AMP-V13357,"Дисплейный модуль E-Ink для Raspberry Pi 2,7” / 264x176 / красный",Retirement,1,0
__export__.stock_quant_425899_f0de52bf,AMPRU/Stock,AMP-B014,Макетная плата Breadboard PCB (830 точек),Saleable,22,0
__export__.stock_quant_426941_34d22c66,AMPRU/Stock,AMP-B149,TDS-метр для воды (Troyka-модуль),Saleable,8,0
__export__.stock_quant_427747_e4f53cd5,AMPRU/Stock,AMP-S051,CyberLight,Saleable,28,0
__export__.stock_quant_427969_cb4c67f2,AMPRU/Stock,AMP-E040,Raspberry Pi Pico (c ногами),Saleable,7,0
__export__.stock_quant_428124_ad6aeeac,AMPRU/Stock,AMP-B067,Troyka Pad 1×4 (Troyka-модуль),Saleable,13,0
__export__.stock_quant_428125_b8d4709e,AMPRU/Stock,AMP-X097,Элемент Пельтье,Saleable,5,0
__export__.stock_quant_428449_96a68772,AMPRU/Stock,AMP-S040,«Автополив» — дополнение набора «Йодо»,Saleable,8,0
__export__.stock_quant_429078_65cd565d,AMPRU/Stock,AMP-X011,Двухцветный светодиод (красно-зелёный),Saleable,5,1
__export__.stock_quant_429079_ea3e2bed,AMPRU/Stock,AMP-X360,Батарейки Duracell AAA (4 шт.),Saleable,19,0
__export__.stock_quant_429080_78566457,AMPRU/Stock,AMP-X445,Батарейки Duracell AA (4 шт.),Saleable,10,0
__export__.stock_quant_429202_58172879,AMPRU/Stock,AMP-X159,"Термоусадочная трубка ⌀ 1,5 мм / 70 мм (10 шт.)",Saleable,121,0
__export__.stock_quant_429694_626f504f,AMPRU/Stock,AMP-W014,Шлейф из 40 проводов «мама-мама»,Saleable,4,0
__export__.stock_quant_430379_01256ad5,AMPRU/Stock,AMP-V17076,"Raspberry Pi Battery HAT (Li-Pol, 5 В, 3000 мА·ч)",Saleable,10,1
__export__.stock_quant_430755_a9024547,AMPRU/Stock,ROB0003,Четырёхколёсная платформа Pirate,Retirement,1,0
__export__.stock_quant_431685_3d7cdbf9,AMPRU/Stock,AMP-X533,Espruino Puck.js v1,Retirement,1,0
__export__.stock_quant_431689_982b9ecd,AMPRU/Stock,AMP-X361,Плата расширения для TFT-дисплеев,Retirement,4,0
__export__.stock_quant_431707_a3c4c6b0,AMPRU/Stock,AMP-B169,Датчик цвета (Troyka-модуль),Saleable,12,0
__export__.stock_quant_432267_fe2a247a,AMPRU/Stock,AMP-X311,Кнопка тактовая / 6×3 мм / 2 контакта,Saleable,27,1
__export__.stock_quant_433023_425f6e1a,AMPRU/Stock,AMP-M018,Пластина мега (#Структор),Saleable,14,0
__export__.stock_quant_433532_0bfd4777,AMPRU/Stock,AMP-X170-B,Клеммник на панель Banana Plug (чёрный),Saleable,23,0
__export__.stock_quant_435094_2e0c7d6c,AMPRU/Stock,AMP-B078,Макетная плата Troyka Perfboard (72 точки),Saleable,25,0
__export__.stock_quant_435827_62d8880f,AMPRU/Stock,AMP-B025,Резистивный датчик влажности почвы,Saleable,35,20
__export__.stock_quant_436735_694300ae,AMPRU/Stock,AMP-B005-W,Светодиод «Пиранья» (Troyka-модуль),Saleable,7,0
__export__.stock_quant_437344_ecb8f332,AMPRU/Stock,AMP-X452,Дальномер Benewake TFmini Plus LIDAR,Saleable,5,0
__export__.stock_quant_437683_d92a549c,AMPRU/Stock,ABX00021,Arduino Uno Wi-Fi Rev 2,Saleable,6,1
__export__.stock_quant_437741_ceb97646,AMPRU/Stock,AMP-X660,Wi-Fi IP-камера Sonoff GK-200MP2-B,Saleable,8,0
__export__.stock_quant_438121_c3b1406e,AMPRU/Stock,AMP-B066,Мини-Реле (Troyka-модуль),Saleable,8,0
__export__.stock_quant_438122_a846a520,AMPRU/Stock,AMP-F036,Сервопривод Feetech FT6335M / 360°,Saleable,5,0
__export__.stock_quant_438124_258a11aa,AMPRU/Stock,AMP-X195,Wi-Fi модуль ESP8266,Saleable,10,0
__export__.stock_quant_438125_236e618b,AMPRU/Stock,AMP-X258,Паяльник CXG ROHS 936d (60 ватт),Saleable,2,0
__export__.stock_quant_439142_ac4cb5c1,AMPRU/Stock,AMP-X766,Espruino Puck.js v2.1,Saleable,6,0
__export__.stock_quant_439143_aaee2ff1,AMPRU/Stock,AMP-X765,Смарт-часы Espruino Bangle.js v1,Saleable,4,0
__export__.stock_quant_439308_a1fa515f,AMPRU/Stock,AMP-M008,Шаровая опора (12 мм),Saleable,8,0
__export__.stock_quant_439309_7e306cc5,AMPRU/Stock,AMP-X297,Текстовый экран 20×4 / зелёный с чёрным / I²C,Saleable,22,0
__export__.stock_quant_439797_f9a93aa1,AMPRU/Stock,AMP-B092,Сенсорная кнопка (Troyka-модуль),Saleable,13,5
__export__.stock_quant_440272_978fa61c,AMPRU/Stock,AMP-B036,Troyka Mega Tail Shield,Saleable,11,0
__export__.stock_quant_440273_d83143bc,AMPRU/Stock,AMP-X299,Текстовый дисплей 16×2 / зелёный с чёрным / I²C,Saleable,10,0
__export__.stock_quant_440471_05454a29,AMPRU/Stock,AMP-B160,Силовой ключ P-Channel (Troyka-модуль),Saleable,17,12
__export__.stock_quant_440555_d59b20f5,AMPRU/Stock,AMP-X576,Хотенд в сборе для CR-10,Retirement,1,0
__export__.stock_quant_440557_5d498563,AMPRU/Stock,ABX00020,Arduino Yún Rev 2,Retirement,2,0
__export__.stock_quant_441509_472e15b2,AMPRU/Stock,AMP-V13338,"Дисплейный модуль E-Ink 1,54” / 200×200 / красный",Saleable,15,0
__export__.stock_quant_441510_450f5c1b,AMPRU/Stock,AMP-V12955,"Дисплейный модуль E-Ink 1,54” / 200×200 / монохромный",Saleable,16,2
__export__.stock_quant_442086_31b50307,AMPRU/Stock,AMP-X200,Датчик пульса,Saleable,36,20
__export__.stock_quant_442090_79553ed3,AMPRU/Stock,AMP-X350,Мультивалютный монетоприёмник YR-616,Saleable,7,0
__export__.stock_quant_442091_7a634a02,AMPRU/Stock,AMP-X517,EasyVR 3 Plus Shield,Saleable,17,0
__export__.stock_quant_442524_eee2da3b,AMPRU/Stock,AMP-S063,Рука-манипулятор XIII,Saleable,22,0
__export__.stock_quant_442673_ead9b4af,AMPRU/Stock,AMP-V13275-V2,"Экран E-ink 1,54” / 200×200 / красный v2",Saleable,5,0
__export__.stock_quant_442775_e9f55ab5,AMPRU/Stock,AMP-B188,"Power Bank v2 (5 В, 2000 мА·ч)",Saleable,11,0
__export__.stock_quant_442779_2e102633,AMPRU/Stock,AMP-V14138,Контроллер дисплея Waveshare e-Paper ESP8266,Saleable,17,1
__export__.stock_quant_442784_a2d94924,AMPRU/Stock,AMP-V14411-V2,"Экран E-Ink 5,83” / 648×480 / красный v2",Saleable,2,0
__export__.stock_quant_442786_249c9d24,AMPRU/Stock,AMP-V13187-V2,"Экран E-Ink 7,5” / 800×480 / монохромный v2",Saleable,12,0
__export__.stock_quant_443070_bd6c9364,AMPRU/Stock,AMP-B062-R,Светодиод 5 мм (Troyka-модуль),Saleable,7,0
__export__.stock_quant_443359_be0eab7c,AMPRU/Stock,ISBN-3793-3,Электроника для начинающих (2-е издание),Saleable,6,1
__export__.stock_quant_443856_2f92625a,AMPRU/Stock,AMP-X064-5,Диоды сигнальные Шоттки 1N5818 (5 шт.),Saleable,24,0
__export__.stock_quant_443962_4bcdef1f,AMPRU/Stock,AMP-X055,Таймер NE555P,Saleable,59,0
__export__.stock_quant_444156_54c8f3b3,AMPRU/Stock,AMP-X331,Wi-Fi-реле Sonoff Basic,Retirement,1,0
__export__.stock_quant_444221_f1f40448,AMPRU/Stock,AMP-X147-FLA,Текстовый экран 8×2 / янтарный с чёрным,Saleable,9,3
__export__.stock_quant_444304_55e629cf,AMPRU/Stock,AMP-B012,Датчик линии аналоговый,Saleable,17,0
__export__.stock_quant_445435_06f78bdc,AMPRU/Stock,AMP-X347,Штекер-адаптер RJ45- CCTV 8AV,Saleable,6,0
__export__.stock_quant_446000_2e182b7b,AMPRU/Stock,ABX00033,Arduino Nano Every,Saleable,12,0
__export__.stock_quant_446001_dc1c5903,AMPRU/Stock,ABX00034,Arduino Nano 33 BLE,Saleable,12,0
__export__.stock_quant_446002_0c43cc81,AMPRU/Stock,AMP-E019,Raspberry Pi NoIR Camera Board,Saleable,12,0
__export__.stock_quant_446003_11a665f1,AMPRU/Stock,AMP-E027,Raspberry Pi High Quality Camera,Saleable,5,0
__export__.stock_quant_446004_8cfb5765,AMPRU/Stock,AMP-E035,Официальная мышь Raspberry Pi,Saleable,10,0
__export__.stock_quant_446175_52d88a55,AMPRU/Stock,AMP-X042,"Штекер питания 2,1 мм",Saleable,1,0
__export__.stock_quant_446336_099d5a5a,AMPRU/Stock,AMP-V19406,"Дисплей E-Ink для Raspberry Pi Pico v1 2,13” / 250×122 / SPI",Saleable,14,0
__export__.stock_quant_446337_45baeeb7,AMPRU/Stock,AMP-X221,Датчик уровня воды (угловой),Saleable,28,0
__export__.stock_quant_446338_e05ea3d6,AMPRU/Stock,AMP-X278,Цветной сенсорный дисплей Nextion Enhanced 7” / 800×480”,Saleable,5,0
__export__.stock_quant_446339_c795c8a3,AMPRU/Stock,AMP-X522,"Цветной сенсорный дисплей Nextion Enhanced 2,4” / 320×240",Saleable,14,0
__export__.stock_quant_446340_7034cbdb,AMPRU/Stock,AMP-X548,Цветной сенсорный дисплей Nextion Intelligent 7” / 800×480,Saleable,12,1
__export__.stock_quant_446341_3f612087,AMPRU/Stock,AMP-X549,Цветной сенсорный дисплей Nextion Intelligent 7” / 800×480 / в корпусе,Saleable,5,0
__export__.stock_quant_446342_3d267e0b,AMPRU/Stock,AMP-X694,Директ-экструдер BIQU H2,Saleable,6,0
__export__.stock_quant_446352_20941cef,AMPRU/Stock,AMP-V10737,Цветной сенсорный HDMI-дисплей 5” / 800×480,Saleable,8,0
__export__.stock_quant_446353_381a66f2,AMPRU/Stock,AMP-V12039,Мини-камера для Raspberry Pi Zero,Saleable,13,0
__export__.stock_quant_446354_2d672b57,AMPRU/Stock,AMP-V12219,"Цветной сенсорный дисплей для Raspberry Pi 320×240 / 2,8”",Saleable,10,0
__export__.stock_quant_446356_7e4bd805,AMPRU/Stock,AMP-V16239,"Цветной сенсорный дисплей для Raspberry Pi 4,3” / 800×480 / DSI",Saleable,9,0
__export__.stock_quant_446578_a87bd7b2,AMPRU/Stock,A000067,Arduino Mega 2560 R3,Saleable,7,5
__export__.stock_quant_446582_38e18c4d,AMPRU/Stock,AMP-V13380-V2,"Экран E-Ink 7,5” / 800×480 / красный v2",Saleable,12,1
__export__.stock_quant_447586_943636be,AMPRU/Stock,AMP-X235,Рокерный выключатель с подсветкой,Saleable,6,1
__export__.stock_quant_447970_63ca252c,AMPRU/Stock,AMP-B061,Ethernet Shield,Saleable,5,5
__export__.stock_quant_447971_9b0647c4,AMPRU/Stock,AMP-B102,Nano Switch,Saleable,3,0
__export__.stock_quant_448152_bf740294,AMPRU/Stock,AMP-X313,Корпусная кнопка с подсветкой (60 мм),Saleable,5,0
__export__.stock_quant_448452_5acae76e,AMPRU/Stock,AMP-X026-B,Кнопка тактовая с колпачком,Saleable,9,0
__export__.stock_quant_448770_ef1961b1,AMPRU/Stock,AMP-S013-BI,Образовательный набор «Амперка» (Iskra Uno),Saleable,7,1
__export__.stock_quant_449197_35289c29,AMPRU/Stock,AMP-B067,Troyka Pad 1×4 (Troyka-модуль),Saleable,1,0
__export__.stock_quant_449198_fad470b4,AMPRU/Stock,AMP-X195,Wi-Fi модуль ESP8266,Saleable,1,0
__export__.stock_quant_449269_35368a2e,AMPRU/Stock,AMP-X203,Датчик уровня воды (прямой),Saleable,30,0
__export__.stock_quant_450489_4768a334,AMPRU/Stock,AMP-W023-3,Разъём JST PH-3 с проводами,Saleable,1,1
__export__.stock_quant_450569_b627f810,AMPRU/Stock,AMP-E018,Raspberry Pi Camera Board v2.1,Saleable,5,0
__export__.stock_quant_450837_9258cbf6,AMPRU/Stock,TEL0116,Модули связи LoRa 433 МГц (2 шт.),Saleable,4,0
__export__.stock_quant_450992_7201d46f,AMPRU/Stock,AMP-W023-4,Разъём JST PH-4 с проводами,Saleable,14,2
__export__.stock_quant_450993_6a138f08,AMPRU/Stock,AMP-X319,"Цветной сенсорный дисплей Nextion Enhanced 4,3” / 480×272",Saleable,22,0
__export__.stock_quant_450995_cb468ecf,AMPRU/Stock,AMP-B003,Потенциометр (Troyka-модуль),Saleable,33,20
__export__.stock_quant_450996_fab19f39,AMPRU/Stock,AMP-B045,Цифровой датчик температуры и влажности (Troyka-модуль),Saleable,31,20
__export__.stock_quant_450997_2268f916,AMPRU/Stock,AMP-X016,Фоторезистор,Saleable,23,0
__export__.stock_quant_450998_dfdf9e0e,AMPRU/Stock,AMP-X325,Amperka miniQ,Saleable,1,0
__export__.stock_quant_451482_9a2306c6,AMPRU/Stock,AMP-B100,H-мост (Troyka-модуль),Saleable,10,0
__export__.stock_quant_452309_51a53e5a,AMPRU/Stock,AMP-X500,Вентилятор охлаждения (30×30×8 мм),Saleable,28,0
__export__.stock_quant_452596_a3934657,AMPRU/Stock,AMP-B081,Wi-Fi (Troyka-модуль),Saleable,10,5
__export__.stock_quant_454758_c95552fd,AMPRU/Stock,AMP-B086-R,Четырёхразрядный индикатор (Troyka-модуль),Saleable,13,0
__export__.stock_quant_454857_54458d34,AMPRU/Stock,AMP-B046,Iskra JS,Saleable,10,0
__export__.stock_quant_454858_0c303531,AMPRU/Stock,AMP-B030,Iskra Neo,Saleable,32,12
__export__.stock_quant_454974_4952fd92,AMPRU/Stock,FIT0006,Крепление для ультразвукового дальномера URM37,Saleable,5,0
__export__.stock_quant_455141_f4dad4b8,AMPRU/Stock,AMP-X552,Разъём JST SM-3 Male с проводами,Saleable,19,0
__export__.stock_quant_455142_79f41f4c,AMPRU/Stock,AMP-X784,Микроконтроллер LGT8F328P-LQFP32,Saleable,28,0
__export__.stock_quant_455143_912c7cfb,AMPRU/Stock,TN1000S,Импульсный блок питания (1000 мА),Saleable,24,0
__export__.stock_quant_455145_262e0e68,AMPRU/Stock,AMP-S031,Электроника для начинающих (часть 2),Saleable,12,0
__export__.stock_quant_455216_6aed603d,AMPRU/Stock,A000066,Arduino Uno,Saleable,32,22
__export__.stock_quant_455217_f3f52fb2,AMPRU/Stock,AMP-B148,pH-метр для воды (Troyka-модуль),Saleable,5,0
__export__.stock_quant_455218_034eb315,AMPRU/Stock,AMP-M010,Нейлоновые гайки М3 (4 шт.),Saleable,22,0
__export__.stock_quant_455220_eb7ba32e,AMPRU/Stock,AMP-W024-4,Разъём JST SH-4 с проводами,Saleable,20,0
__export__.stock_quant_455221_df57b8e5,AMPRU/Stock,AMP-W038,"Монтажный провод НВ-4 (0,35 мм², 10 м, чёрный)",Saleable,7,0
__export__.stock_quant_455444_6274ca60,AMPRU/Stock,AMP-M030,"Втулки на вал мотора (⌀ 5 мм, пара)",Saleable,7,0
__export__.stock_quant_455507_01ee45c5,AMPRU/Stock,AMP-B039,Iskra Mini (с ногами),Saleable,8,0
__export__.stock_quant_455508_fbfcbc53,AMPRU/Stock,AMP-B040,Iskra Mini (без ног),Saleable,3,0
__export__.stock_quant_455509_db7bcbd3,AMPRU/Stock,AMP-E014,STM32 Nucleo F401RE,Saleable,5,1
__export__.stock_quant_455511_098e4b27,AMPRU/Stock,AMP-X068,Динамик HSP3040A,Saleable,5,0
__export__.stock_quant_455512_c9b38eca,AMPRU/Stock,AMP-X139-2,Крепления для 12 мм моторов (пара),Saleable,14,0
__export__.stock_quant_455513_5887818a,AMPRU/Stock,AMP-X274,Соленоид TAU-0530,Saleable,5,0
__export__.stock_quant_455514_07934519,AMPRU/Stock,AMP-X309,Адаптер PoE,Saleable,20,0
__export__.stock_quant_455515_c68e09a6,AMPRU/Stock,AMP-X683,"Цветной графический TFT-экран 320×240 / 2,8”",Saleable,8,0
__export__.stock_quant_455832_1e40363a,AMPRU/Stock,AMP-X324,Круглый светодиодный модуль RGB WS2812 / 7×LED,Saleable,1,0
__export__.stock_quant_455833_400f66b0,AMPRU/Stock,AMP-X570,"Сопло 0,4 мм",Saleable,3,0
__export__.stock_quant_455834_c28f3100,AMPRU/Stock,AMP-X750,"Цветной сенсорный дисплей Nextion Discovery 2,4” / 320×240",Saleable,1,0
__export__.stock_quant_455920_f08869cb,AMPRU/Stock,AMP-B065,Bluetooth HC-05 (Troyka-модуль),Saleable,9,0
__export__.stock_quant_455922_e06975cc,AMPRU/Stock,AMP-B167,Приёмник GPS/GLONASS v2 (Troyka-модуль),Saleable,8,0
__export__.stock_quant_456040_fa972c33,AMPRU/Stock,AMP-B146,Текстовый дисплей 16×2 (Troyka-модуль),Saleable,19,1
__export__.stock_quant_456041_86188fd9,AMPRU/Stock,AMP-W001,Трёхпроводной шлейф «мама-мама»,Saleable,20,0
__export__.stock_quant_456042_9a76e158,AMPRU/Stock,AMP-X124,XBee,Saleable,10,0
__export__.stock_quant_456043_af866dfe,AMPRU/Stock,AMP-X643,BBC micro:bit v2,Saleable,38,0
__export__.stock_quant_456044_c67e6631,AMPRU/Stock,OMV-011,Камера машинного зрения OpenMV H7 Plus,Saleable,5,0
__export__.stock_quant_456045_b6df305c,AMPRU/Stock,OMV-012,Камера машинного зрения OpenMV H7 R2,New,14,0
__export__.stock_quant_456603_98f8c33b,AMPRU/Stock,AMP-H002,Микроконтроллер ATmega328P-PU,Saleable,23,0
__export__.stock_quant_456730_fd3d035e,AMPRU/Stock,AMP-S058,Образовательный набор «Введение в Интернет вещей»,Saleable,6,1
__export__.stock_quant_456940_fa1fac38,AMPRU/Stock,AMP-S045-U2,Драгстер U2,Saleable,3,2
__export__.stock_quant_457383_cb2d0a5c,AMPRU/Stock,AMP-V10737,Цветной сенсорный HDMI-дисплей 5” / 800×480,Saleable,1,0
__export__.stock_quant_457418_3de7fd05,AMPRU/Stock,AMP-B019,Relay Shield (4 канала по 5 А),Saleable,7,0
__export__.stock_quant_457817_1cc3d22f,AMPRU/Stock,AMP-S010,Матрёшка Z,Saleable,5,1
__export__.stock_quant_458027_0f8281d6,AMPRU/Stock,AMP-B001,"Motor Shield (2 канала, 2 А)",Saleable,19,0
__export__.stock_quant_458033_4a52af43,AMPRU/Stock,AMP-S033,«Интернет вещей» — дополнение набора «Йодо»,Saleable,22,0
__export__.stock_quant_458134_fd8f6dff,AMPRU/Stock,AMP-B048,3D-джойстик (Troyka-модуль),Saleable,13,1
__export__.stock_quant_458256_633bc7d0,AMPRU/Stock,AMP-B143,Энкодер Troyka-модуль,Saleable,7,0
__export__.stock_quant_458327_68f919dd,AMPRU/Stock,AMP-B073,SD картридер (Troyka-модуль),Saleable,14,0
__export__.stock_quant_458328_fa75f68b,AMPRU/Stock,AMP-X038,Клеммник нажимной,Saleable,56,0
__export__.stock_quant_458839_61a254c0,AMPRU/Stock,AMP-X270,Кварцевый резонатор KX-3H,Saleable,21,0
__export__.stock_quant_458881_1b90cfe7,AMPRU/Stock,AMP-B015,Макетная плата Breadboard PCB (400 точек),Saleable,26,0
__export__.stock_quant_458920_7231a8f2,AMPRU/Stock,AMP-W022,Трёхпроводной шлейф «мама-папа»,Saleable,12,0
__export__.stock_quant_459252_778d0bd3,AMPRU/Stock,SEN0169,pH-метр для воды DFRobot Pro,Saleable,10,0
__export__.stock_quant_459463_118e7a15,AMPRU/Stock,AMP-B168,Приёмник GPS/GLONASS v2 с внешней антенной (Troyka-модуль),Saleable,7,0
__export__.stock_quant_459626_3cae8623,AMPRU/Stock,AMP-S009,Матрёшка Y,Saleable,20,0
__export__.stock_quant_459981_55622726,AMPRU/Stock,AMP-X211,Лазерный модуль мини,Saleable,4,0
__export__.stock_quant_459984_772bedad,AMPRU/Stock,AMP-B133-RU,Восьмиканальный датчик линии Octoliner v2,Saleable,5,0
__export__.stock_quant_460176_fc88d2de,AMPRU/Stock,AMP-B154,I²C-DAC с винтовыми клеммами (Troyka-модуль),Saleable,5,0
__export__.stock_quant_460284_6a1762bd,AMPRU/Stock,AMP-S034-U2,Tetra mBlock,Saleable,5,3
